"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","ZWP-1.F","","5 minutes"
"Point_2:","ZWP-2.F","","5 minutes"
"Point_3:","ZWP-3.F","","5 minutes"
"Point_4:","ZWP-4.F","","5 minutes"
"Point_5:","ZWP-5.F","","5 minutes"
"Point_6:","ZWP-6.F","","5 minutes"
"Point_7:","ZWP-7.F","","5 minutes"
"Point_8:","ZWP-8.F","","5 minutes"
"Point_9:","ZWP-9.F","","5 minutes"
"Point_10:","ZON1.WDP","","5 minutes"
"Point_11:","ZON2.WDP","","5 minutes"
"Point_12:","ZWP-Z1.WDP","","5 minutes"
"Point_13:","ZWP-Z2.WDP","","5 minutes"
"Point_14:","ZWP-Z3.WDP","","5 minutes"
"Time Interval:","15 Minutes"
"Date Range:","2016/12/11 00:00:00 - 2017/2/10 23:59:59"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3","Point_4","Point_5","Point_6","Point_7","Point_8","Point_9","Point_10","Point_11","Point_12","Point_13","Point_14"
"2016/12/12","20:15:00","51.8","51.0","1.3","38.0","35.7","2.3","28.4"," -0.2","1.0","No Data","No Data","0.8","7.3","3.5"
"2016/12/12","20:30:00","51.9","51.1","1.3","38.1","35.6","2.3","27.9"," -0.2","1.0","No Data","No Data","0.8","7.3","3.6"
"2016/12/12","20:45:00","52.0","51.1","1.2","38.0","35.7","2.3","27.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.5"
"2016/12/12","21:00:00","52.0","51.3","1.2","38.1","35.6","2.3","27.9"," -0.2","1.0","No Data","No Data","0.8","7.4","3.6"
"2016/12/12","21:15:00","51.9","51.1","1.2","38.1","35.6","2.3","27.9"," -0.2","1.0","No Data","No Data","0.8","7.3","3.6"
"2016/12/12","21:30:00","51.8","50.9","1.2","38.0","35.7","2.3","27.9"," -0.2","1.0","No Data","No Data","0.8","7.2","3.7"
"2016/12/12","21:45:00","51.8","50.9","1.2","38.1","35.6","2.3","28.1"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/12","22:00:00","51.9","50.9","1.2","38.0","35.6","2.3","27.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.7"
"2016/12/12","22:15:00","51.8","50.9","1.3","38.1","35.6","2.3","27.4"," -0.2","1.0","No Data","No Data","0.8","7.4","3.7"
"2016/12/12","22:30:00","51.8","50.9","1.2","38.1","35.7","2.3","27.3"," -0.2","1.0","No Data","No Data","0.8","7.5","3.7"
"2016/12/12","22:45:00","51.8","50.9","1.2","38.0","35.7","2.3","27.4"," -0.2","1.0","No Data","No Data","0.8","7.6","3.8"
"2016/12/12","23:00:00","51.8","50.9","1.2","38.1","35.6","2.3","27.2"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/12","23:15:00","51.8","50.8","1.2","38.1","35.6","2.3","27.1"," -0.2","1.0","No Data","No Data","0.9","7.5","3.8"
"2016/12/12","23:30:00","51.8","50.9","1.2","38.1","35.7","2.3","26.9"," -0.2","1.0","No Data","No Data","0.8","7.6","3.8"
"2016/12/12","23:45:00","51.9","51.0","1.2","38.0","35.6","2.3","26.6"," -0.2","1.0","No Data","No Data","0.8","7.6","3.7"
"2016/12/13","00:00:00","51.8","50.8","1.2","38.1","35.6","2.3","26.6"," -0.2","1.0","No Data","No Data","0.9","7.3","3.6"
"2016/12/13","00:15:00","51.9","51.0","1.2","38.1","35.7","2.3","26.5"," -0.2","1.0","No Data","No Data","0.8","7.4","3.6"
"2016/12/13","00:30:00","51.8","50.8","1.2","38.0","35.7","2.3","26.4"," -0.2","1.0","No Data","No Data","0.8","7.3","3.6"
"2016/12/13","00:45:00","51.9","50.9","1.2","38.1","35.6","2.3","26.0"," -0.2","1.0","No Data","No Data","0.9","7.4","3.6"
"2016/12/13","01:00:00","51.7","50.8","1.3","38.1","35.6","2.3","25.9"," -0.2","1.0","No Data","No Data","0.8","7.2","3.6"
"2016/12/13","01:15:00","52.0","51.1","1.2","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.5","3.7"
"2016/12/13","01:30:00","52.0","51.1","1.3","38.1","35.6","2.3","25.9"," -0.2","1.0","No Data","No Data","0.8","7.5","3.8"
"2016/12/13","01:45:00","51.7","50.8","1.2","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","02:00:00","51.8","50.9","1.2","38.1","35.7","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","02:15:00","52.0","51.1","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.5","3.8"
"2016/12/13","02:30:00","51.8","50.9","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.2","3.7"
"2016/12/13","02:45:00","51.7","50.8","1.2","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","03:00:00","51.8","50.9","1.3","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.2","3.8"
"2016/12/13","03:15:00","51.6","50.7","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.3","3.8"
"2016/12/13","03:30:00","51.7","50.8","1.2","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","03:45:00","52.0","51.1","1.3","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.3","3.9"
"2016/12/13","04:00:00","51.8","50.9","1.3","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","04:15:00","52.1","51.2","1.2","38.1","35.6","2.3","25.9"," -0.2","1.0","No Data","No Data","0.8","7.5","3.8"
"2016/12/13","04:30:00","51.8","50.9","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.9","7.2","3.8"
"2016/12/13","04:45:00","51.8","50.8","1.3","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","05:00:00","51.8","50.9","1.3","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/13","05:15:00","52.0","51.2","1.2","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.5","3.9"
"2016/12/13","05:30:00","51.9","51.0","1.2","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/13","05:45:00","51.8","50.9","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.9","7.4","3.9"
"2016/12/13","06:00:00","51.8","50.9","1.2","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","06:15:00","51.8","50.8","1.2","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","06:30:00","51.9","51.0","1.2","38.1","35.7","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","06:45:00","51.8","50.9","1.2","38.1","35.7","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","07:00:00","51.8","50.9","1.2","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.3","3.8"
"2016/12/13","07:15:00","51.9","50.9","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.9","7.4","3.8"
"2016/12/13","07:30:00","51.8","50.9","1.3","38.1","35.7","2.3","26.0"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/13","07:45:00","51.8","50.9","1.2","38.1","35.7","2.3","26.1"," -0.2","1.0","No Data","No Data","0.8","7.2","3.8"
"2016/12/13","08:00:00","52.5","52.1","1.3","38.1","35.7","2.3","26.6"," -0.2","1.0","No Data","No Data","0.8","6.9","3.6"
"2016/12/13","08:15:00","52.1","51.5","1.2","38.0","35.6","2.3","27.1"," -0.2","1.0","No Data","No Data","0.8","7.1","3.4"
"2016/12/13","08:30:00","52.0","51.2","1.2","38.0","35.7","2.3","27.5"," -0.2","1.0","No Data","No Data","0.8","7.4","3.3"
"2016/12/13","08:45:00","52.1","51.3","1.3","38.0","35.6","2.3","28.1"," -0.2","1.0","No Data","No Data","0.8","7.3","3.0"
"2016/12/13","09:00:00","52.0","51.2","1.2","38.0","35.6","2.3","28.1"," -0.2","1.0","No Data","No Data","0.8","7.4","2.8"
"2016/12/13","09:15:00","52.3","51.5","1.2","38.0","35.6","2.3","28.4"," -0.2","1.0","No Data","No Data","0.8","7.3","2.5"
"2016/12/13","09:30:00","51.9","51.0","1.3","38.0","35.7","2.3","28.5"," -0.2","1.0","No Data","No Data","0.8","7.2","2.4"
"2016/12/13","09:45:00","52.2","51.5","1.3","38.0","35.7","2.3","28.9"," -0.2","1.0","No Data","No Data","0.8","7.4","2.3"
"2016/12/13","10:00:00","52.1","51.4","1.2","38.0","35.6","2.3","29.0"," -0.2","1.0","No Data","No Data","0.7","7.2","2.3"
"2016/12/13","10:15:00","52.1","51.3","1.2","38.0","35.6","2.3","29.3"," -0.2","1.0","No Data","No Data","0.8","7.2","2.3"
"2016/12/13","10:30:00","52.1","51.4","1.2","38.0","35.6","2.3","29.0"," -0.2","1.0","No Data","No Data","0.8","7.4","2.3"
"2016/12/13","10:45:00","52.2","51.5","1.2","38.0","35.6","2.3","29.1"," -0.2","1.0","No Data","No Data","0.8","7.4","2.3"
"2016/12/13","11:00:00","52.1","51.2","1.3","38.0","35.6","2.3","29.4"," -0.2","1.0","No Data","No Data","0.8","7.3","2.2"
"2016/12/13","11:15:00","52.2","51.6","1.2","38.0","35.6","2.3","29.6"," -0.2","1.0","No Data","No Data","0.8","7.4","2.1"
"2016/12/13","11:30:00","52.3","51.7","1.2","38.0","35.6","2.3","29.8"," -0.2","1.0","No Data","No Data","0.8","7.3","2.1"
"2016/12/13","11:45:00","52.2","51.4","1.2","37.9","35.6","2.3","29.8"," -0.2","1.0","No Data","No Data","0.8","7.4","2.0"
"2016/12/13","12:00:00","52.4","51.8","1.2","37.9","35.6","2.3","29.9"," -0.2","1.0","No Data","No Data","0.8","7.4","2.0"
"2016/12/13","12:15:00","52.3","51.7","1.2","37.9","35.6","2.3","30.0"," -0.2","1.0","No Data","No Data","0.8","7.4","1.9"
"2016/12/13","12:30:00","52.2","51.5","1.3","38.0","35.6","2.3","30.1"," -0.2","1.0","No Data","No Data","0.8","7.3","2.0"
"2016/12/13","12:45:00","52.2","51.6","1.2","38.0","35.6","2.3","30.1"," -0.2","1.0","No Data","No Data","0.8","7.1","2.0"
"2016/12/13","13:00:00","52.2","51.5","1.2","38.0","35.6","2.3","29.8"," -0.2","1.0","No Data","No Data","0.8","7.2","2.0"
"2016/12/13","13:15:00","52.0","51.3","1.2","38.0","35.6","2.3","29.5"," -0.2","1.0","No Data","No Data","0.8","7.2","2.1"
"2016/12/13","13:30:00","52.3","51.7","1.3","38.0","35.7","2.3","29.5"," -0.2","1.0","No Data","No Data","0.8","7.0","2.1"
"2016/12/13","13:45:00","52.2","51.5","1.3","38.0","35.7","2.3","29.5"," -0.2","1.0","No Data","No Data","0.8","7.4","2.1"
"2016/12/13","14:00:00","52.3","51.6","1.3","38.0","35.6","2.3","29.5"," -0.2","1.0","No Data","No Data","0.8","7.4","2.1"
"2016/12/13","14:15:00","52.4","51.9","1.3","38.0","35.6","2.3","29.5"," -0.2","1.0","No Data","No Data","0.8","7.3","2.0"
"2016/12/13","14:30:00","52.2","51.5","1.2","38.0","35.6","2.3","29.4"," -0.2","1.0","No Data","No Data","0.8","7.4","2.0"
"2016/12/13","14:45:00","52.2","51.6","1.3","38.0","35.7","2.3","29.9"," -0.2","1.0","No Data","No Data","0.8","7.4","2.0"
"2016/12/13","15:00:00","52.4","51.8","1.2","38.0","35.6","2.3","30.2"," -0.2","1.0","No Data","No Data","0.8","7.4","2.0"
"2016/12/13","15:15:00","52.2","51.5","1.2","37.9","35.6","2.3","30.3"," -0.2","1.0","No Data","No Data","0.8","7.3","1.9"
"2016/12/13","15:30:00","52.4","51.7","1.2","38.0","35.7","2.3","30.5"," -0.2","1.0","No Data","No Data","0.8","7.1","1.9"
"2016/12/13","15:45:00","52.5","51.9","1.2","38.0","35.6","2.3","30.7"," -0.2","1.0","No Data","No Data","0.8","7.5","1.9"
"2016/12/13","16:00:00","52.3","51.6","1.3","37.9","35.6","2.3","30.8"," -0.2","1.0","No Data","No Data","0.8","7.4","1.9"
"2016/12/13","16:15:00","52.3","51.8","1.3","37.9","35.7","2.3","30.6"," -0.2","1.0","No Data","No Data","0.8","7.3","1.9"
"2016/12/13","16:30:00","52.2","51.7","1.2","37.9","35.6","2.3","30.5"," -0.2","1.0","No Data","No Data","0.8","7.2","1.9"
"2016/12/13","16:45:00","52.4","51.7","1.2","37.9","35.6","2.3","30.5"," -0.2","1.0","No Data","No Data","0.7","7.3","1.9"
"2016/12/13","17:00:00","52.5","51.9","1.2","38.0","35.7","2.3","30.5"," -0.2","1.0","No Data","No Data","0.8","7.3","1.9"
"2016/12/13","17:15:00","52.3","51.6","1.3","38.0","35.6","2.3","30.2"," -0.2","1.0","No Data","No Data","0.8","7.1","2.0"
"2016/12/13","17:30:00","52.3","51.8","1.2","38.0","35.6","2.3","29.9"," -0.2","1.0","No Data","No Data","0.8","7.3","2.0"
"2016/12/13","17:45:00","52.3","51.7","1.2","38.0","35.7","2.3","29.7"," -0.2","1.0","No Data","No Data","0.8","7.3","2.0"
"2016/12/13","18:00:00","52.2","51.4","1.2","38.0","35.6","2.3","29.7"," -0.2","1.0","No Data","No Data","0.8","7.1","2.0"
"2016/12/13","18:15:00","52.3","51.6","1.2","38.0","35.6","2.3","29.3"," -0.2","1.0","No Data","No Data","0.8","7.5","2.1"
"2016/12/13","18:30:00","52.2","51.4","1.2","38.0","35.6","2.3","29.1"," -0.2","1.0","No Data","No Data","0.8","7.6","2.1"
"2016/12/13","18:45:00","52.3","51.6","1.2","38.0","35.7","2.3","29.1"," -0.2","1.0","No Data","No Data","0.8","7.5","2.4"
"2016/12/13","19:00:00","52.1","51.3","1.2","38.0","35.6","2.3","28.9"," -0.2","1.0","No Data","No Data","0.8","7.4","2.8"
"2016/12/13","19:15:00","52.0","51.2","1.2","38.0","35.6","2.3","28.9"," -0.2","1.0","No Data","No Data","0.8","7.4","3.2"
"2016/12/13","19:30:00","52.0","51.3","1.2","38.0","35.6","2.3","28.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.5"
"2016/12/13","19:45:00","52.1","51.3","1.3","38.0","35.6","2.3","28.9"," -0.2","1.0","No Data","No Data","0.8","7.3","3.5"
"2016/12/13","20:00:00","52.2","51.3","1.2","38.1","35.6","2.3","28.8"," -0.2","1.0","No Data","No Data","0.8","7.6","3.6"
"2016/12/13","20:15:00","52.0","51.1","1.2","38.1","35.7","2.3","28.4"," -0.2","1.0","No Data","No Data","0.8","7.6","3.6"
"2016/12/13","20:30:00","52.0","51.1","1.2","38.0","35.7","2.3","28.2"," -0.2","1.0","No Data","No Data","0.8","7.4","3.4"
"2016/12/13","20:45:00","52.0","51.1","1.2","38.1","35.7","2.3","28.3"," -0.2","1.0","No Data","No Data","0.8","7.6","3.5"
"2016/12/13","21:00:00","52.1","51.3","1.2","38.1","35.6","2.3","28.2"," -0.2","1.0","No Data","No Data","0.8","7.6","3.3"
"2016/12/13","21:15:00","52.0","51.1","1.2","38.1","35.7","2.3","28.3"," -0.2","1.0","No Data","No Data","0.8","7.6","3.5"
"2016/12/13","21:30:00","52.1","51.2","1.2","38.1","35.7","2.3","28.3"," -0.2","1.0","No Data","No Data","0.8","7.6","3.5"
"2016/12/13","21:45:00","51.9","51.0","1.2","38.1","35.7","2.3","28.1"," -0.2","1.0","No Data","No Data","0.8","7.3","3.6"
"2016/12/13","22:00:00","51.9","51.0","1.2","38.0","35.6","2.3","28.2"," -0.2","1.0","No Data","No Data","0.8","7.3","3.6"
"2016/12/13","22:15:00","52.0","51.2","1.2","38.1","35.6","2.3","27.9"," -0.2","1.0","No Data","No Data","0.8","7.4","3.6"
"2016/12/13","22:30:00","52.0","51.1","1.2","38.1","35.6","2.3","27.6"," -0.2","1.0","No Data","No Data","0.8","7.4","3.7"
"2016/12/13","22:45:00","52.0","51.2","1.2","38.1","35.6","2.3","27.5"," -0.2","1.0","No Data","No Data","0.8","7.2","3.7"
"2016/12/13","23:00:00","51.9","51.1","1.3","38.1","35.6","2.3","27.5"," -0.2","1.0","No Data","No Data","0.8","7.4","3.7"
"2016/12/13","23:15:00","52.3","51.5","1.2","38.1","35.7","2.3","27.4"," -0.2","1.0","No Data","No Data","0.8","7.4","3.5"
"2016/12/13","23:30:00","51.9","51.0","1.2","38.1","35.6","2.3","27.2"," -0.2","1.0","No Data","No Data","0.8","7.2","3.7"
"2016/12/13","23:45:00","52.0","51.1","1.2","38.1","35.7","2.3","27.2"," -0.2","1.0","No Data","No Data","0.8","7.4","3.6"
"2016/12/14","00:00:00","51.9","51.0","1.2","38.1","35.6","2.3","27.1"," -0.2","1.0","No Data","No Data","0.8","7.2","3.7"
"2016/12/14","00:15:00","52.0","51.1","1.3","38.0","35.7","2.3","27.2"," -0.2","1.0","No Data","No Data","0.8","7.4","3.7"
"2016/12/14","00:30:00","51.8","50.9","1.2","38.1","35.6","2.3","26.9"," -0.2","1.0","No Data","No Data","0.8","7.3","3.7"
"2016/12/14","00:45:00","51.9","51.0","1.2","38.1","35.6","2.3","26.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.7"
"2016/12/14","01:00:00","51.9","51.0","1.2","38.1","35.7","2.3","26.6"," -0.2","1.0","No Data","No Data","0.8","7.4","3.7"
"2016/12/14","01:15:00","51.8","51.0","1.2","38.1","35.6","2.3","26.4"," -0.2","1.0","No Data","No Data","0.8","7.4","3.6"
"2016/12/14","01:30:00","51.9","51.0","1.2","38.1","35.7","2.3","26.2"," -0.2","1.0","No Data","No Data","0.8","7.4","3.7"
"2016/12/14","01:45:00","51.8","50.9","1.2","38.1","35.6","2.3","26.0"," -0.2","1.0","No Data","No Data","0.8","7.3","3.8"
"2016/12/14","02:00:00","51.8","50.9","1.2","38.1","35.7","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/14","02:15:00","51.8","51.0","1.3","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.2","4.0"
"2016/12/14","02:30:00","51.9","51.0","1.2","38.1","35.6","2.3","25.9"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/14","02:45:00","51.9","50.9","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/14","03:00:00","51.8","51.0","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/14","03:15:00","52.1","51.2","1.3","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/14","03:30:00","51.9","51.0","1.2","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/14","03:45:00","51.8","50.9","1.3","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.2","3.9"
"2016/12/14","04:00:00","51.8","50.8","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/14","04:15:00","52.0","51.1","1.2","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.3","4.0"
"2016/12/14","04:30:00","51.8","50.9","1.3","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/14","04:45:00","51.8","50.9","1.2","38.1","35.7","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.1","3.9"
"2016/12/14","05:00:00","51.8","50.9","1.3","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.9","7.3","3.9"
"2016/12/14","05:15:00","51.6","50.7","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.2","3.9"
"2016/12/14","05:30:00","51.9","51.0","1.2","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.1","4.0"
"2016/12/14","05:45:00","51.9","51.0","1.2","38.1","35.6","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.3","3.9"
"2016/12/14","06:00:00","51.8","50.9","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.3","4.0"
"2016/12/14","06:15:00","52.0","51.0","1.3","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.2","3.9"
"2016/12/14","06:30:00","52.5","51.7","1.2","38.1","35.7","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.6","3.9"
"2016/12/14","06:45:00","51.8","50.9","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.9"
"2016/12/14","07:00:00","51.9","51.0","1.2","38.1","35.7","2.3","25.8"," -0.2","1.0","No Data","No Data","0.9","7.2","3.9"
"2016/12/14","07:15:00","51.8","50.9","1.2","38.1","35.6","2.3","25.7"," -0.2","1.0","No Data","No Data","0.8","7.4","3.8"
"2016/12/14","07:30:00","51.9","51.0","1.2","38.1","35.7","2.3","25.8"," -0.2","1.0","No Data","No Data","0.8","7.2","3.8"
"2016/12/14","07:45:00","51.8","50.9","1.2","38.1","35.7","2.3","26.1"," -0.2","1.0","No Data","No Data","0.8","7.2","3.7"
"2016/12/14","08:00:00","52.2","51.7","1.3","38.1","35.6","2.3","29.3"," -0.2","1.0","No Data","No Data","0.9","7.2","3.8"
"2016/12/14","08:15:00","52.3","51.7","1.3","38.0","35.7","2.3","29.4"," -0.2","1.0","No Data","No Data","0.9","7.3","3.5"
"2016/12/14","08:30:00","52.0","51.2","1.2","38.0","35.7","2.3","28.3"," -0.2","1.0","No Data","No Data","0.8","7.4","3.3"
"2016/12/14","08:45:00","51.9","51.0","1.3","38.0","35.6","2.3","28.2"," -0.2","1.1","No Data","No Data","0.8","7.4","3.2"
"2016/12/14","09:00:00","52.0","51.2","1.2","38.0","35.7","2.3","28.2"," -0.2","1.1","No Data","No Data","0.8","7.2","3.1"
"2016/12/14","09:15:00","52.1","51.3","1.3","38.0","35.6","2.3","28.4"," -0.2","1.1","No Data","No Data","0.8","7.5","3.1"
"2016/12/14","09:30:00","51.9","51.2","1.2","38.0","35.6","2.3","28.9"," -0.2","1.1","No Data","No Data","0.8","7.2","2.8"
"2016/12/14","09:45:00","52.2","51.4","1.2","38.0","35.6","2.3","28.9"," -0.2","1.1","No Data","No Data","0.8","7.1","2.8"
"2016/12/14","10:00:00","52.1","51.3","1.2","38.0","35.6","2.3","29.0"," -0.2","1.1","No Data","No Data","0.8","7.4","2.8"
"2016/12/14","10:15:00","52.4","51.7","1.2","38.0","35.6","2.3","28.9"," -0.2","1.1","No Data","No Data","0.8","7.3","2.7"
"2016/12/14","10:30:00","52.2","51.6","1.3","38.0","35.6","2.3","28.9"," -0.2","1.1","No Data","No Data","0.8","7.4","2.7"
"2016/12/14","10:45:00","52.1","51.3","1.2","38.0","35.6","2.3","28.9"," -0.2","1.1","No Data","No Data","0.8","7.3","2.6"
"2016/12/14","11:00:00","52.2","51.4","1.3","37.9","35.6","2.3","28.9"," -0.2","1.1","No Data","No Data","0.8","7.4","2.5"
"2016/12/14","11:15:00","52.2","51.6","1.2","38.0","35.6","2.3","28.9"," -0.2","1.1","No Data","No Data","0.8","7.3","2.4"
"2016/12/14","11:30:00","52.2","51.5","1.2","38.0","35.6","2.3","29.1"," -0.2","1.1","No Data","No Data","0.8","7.3","2.4"
"2016/12/14","11:45:00","52.2","51.5","1.2","38.0","35.6","2.3","29.1"," -0.2","1.1","No Data","No Data","0.8","7.4","2.1"
"2016/12/14","12:00:00","52.2","51.5","1.3","38.0","35.6","2.3","29.4"," -0.2","1.1","No Data","No Data","0.8","7.2","2.0"
"2016/12/14","12:15:00","52.0","51.2","1.3","38.0","35.7","2.3","29.1"," -0.2","1.1","No Data","No Data","0.8","7.4","2.0"
"2016/12/14","12:30:00","52.2","51.5","1.2","38.0","35.7","2.3","29.2"," -0.2","1.1","No Data","No Data","0.8","7.4","2.0"
"2016/12/14","12:45:00","52.2","51.6","1.2","38.0","35.7","2.3","29.5"," -0.2","1.1","No Data","No Data","0.8","7.2","2.0"
"2016/12/14","13:00:00","52.1","51.3","1.3","38.0","35.6","2.3","29.4"," -0.2","1.1","No Data","No Data","0.8","7.4","2.0"
"2016/12/14","13:15:00","52.2","51.5","1.3","38.0","35.7","2.3","29.2"," -0.2","1.1","No Data","No Data","0.8","7.3","2.1"
"2016/12/14","13:30:00","51.8","51.0","1.3","38.0","35.6","2.3","30.0"," -0.2","1.1","No Data","No Data","0.8","7.2","2.2"
"2016/12/14","13:45:00","52.3","51.6","1.2","38.0","35.6","2.3","31.0"," -0.2","1.1","No Data","No Data","0.9","7.4","2.2"
"2016/12/14","14:00:00","52.4","51.8","1.2","38.0","35.7","2.3","29.8"," -0.2","1.1","No Data","No Data","0.8","7.5","2.2"
"2016/12/14","14:15:00","52.2","51.6","1.3","38.0","35.6","2.3","29.4"," -0.2","1.1","No Data","No Data","0.8","7.2","2.2"
"2016/12/14","14:30:00","52.2","51.6","1.2","38.0","35.6","2.3","29.2"," -0.2","1.1","No Data","No Data","0.8","7.4","2.1"
"2016/12/14","14:45:00","52.4","51.8","1.2","38.0","35.7","2.3","29.4"," -0.2","1.0","No Data","No Data","0.8","7.3","2.0"
"2016/12/14","15:00:00","52.2","51.5","1.2","38.0","35.6","2.3","29.4"," -0.2","1.1","No Data","No Data","0.8","7.1","2.1"
"2016/12/14","15:15:00","52.3","51.7","1.3","38.0","35.6","2.3","29.7"," -0.2","1.0","No Data","No Data","0.8","7.4","2.1"
"2016/12/14","15:30:00","52.3","51.7","1.2","38.0","35.7","2.3","29.7"," -0.2","1.0","No Data","No Data","0.8","7.4","2.1"
"2016/12/14","15:45:00","52.2","51.5","1.2","38.0","35.6","2.3","29.4"," -0.2","1.1","No Data","No Data","0.8","7.2","2.1"
"2016/12/14","16:00:00","52.3","51.7","1.2","38.0","35.6","2.3","29.5"," -0.2","1.0","No Data","No Data","0.8","7.4","2.1"
"2016/12/14","16:15:00","52.3","51.7","1.3","38.0","35.6","2.3","29.4"," -0.2","1.1","No Data","No Data","0.8","7.4","2.1"
"2016/12/14","16:30:00","52.2","51.6","1.3","38.0","35.6","2.3","29.3"," -0.2","1.0","No Data","No Data","0.8","7.1","2.2"
"2016/12/14","16:45:00","52.3","51.6","1.2","38.0","35.6","2.3","29.3"," -0.2","1.1","No Data","No Data","0.8","7.3","2.2"
"2016/12/14","17:00:00","52.2","51.4","1.2","38.0","35.6","2.3","29.3"," -0.2","1.0","No Data","No Data","0.8","7.4","2.4"
"2016/12/14","17:15:00","52.3","51.6","1.2","38.0","35.6","2.3","29.1"," -0.2","1.0","No Data","No Data","0.8","7.3","2.5"
"2016/12/14","17:30:00","52.2","51.3","1.3","38.0","35.7","2.3","29.1"," -0.2","1.0","No Data","No Data","0.8","7.4","2.6"
"2016/12/14","17:45:00","52.0","51.1","1.3","38.0","35.6","2.3","28.9"," -0.2","1.0","No Data","No Data","0.8","7.4","2.7"
"2016/12/14","18:00:00","52.2","51.4","1.2","38.0","35.6","2.3","29.1"," -0.2","1.1","No Data","No Data","0.8","7.2","2.8"
